ts,y
0.0099133945,0.0
0.033428888,0.0
-0.0057636009,0.0
-0.029279094,0.0
-0.052794587,0.0
0.0099133945,0.0
-0.021440596,0.0
-0.029279094,0.0
-0.060633085,0.0
-0.091987075,0.0
-0.013602099,0.0
-0.060633085,0.0
-0.013602099,0.0
-0.076310081,0.0
-0.060633085,0.0
-0.12334106,0.0
-0.084148578,0.0
-0.068471582,0.0
-0.037117591,0.0
-0.076310081,0.0
-0.060633085,0.0
-0.12334106,0.0
-0.060633085,0.0
-0.091987075,0.0
-0.068471582,0.0
-0.10766407,0.0
-0.099825575,0.0
-0.14685656,0.0
-0.029279094,0.0
0.0099133945,0.0
0.09613687,0.0
0.12749086,0.0
0.16668335,0.0
0.29209932,0.0
0.41751527,0.0
0.11965236,0.0
-0.084148578,0.0
-0.076310081,0.0
-0.21740303,0.0
-0.19388755,0.0
-0.27227252,0.0
-0.24091853,0.0
-0.31146501,0.0
-0.30362652,0.0
-0.24091853,0.0
-0.20956454,0.0
-0.15469506,0.0
-0.21740303,0.0
-0.091987075,0.0
0.6605087,0.0
2.8317725,0.0
5.0265519,0.0
0.91917913,0.0
-4.9361786,0.0
-6.1197918,0.0
-4.3326143,0.0
-2.4200209,0.0
-1.0717993,0.0
-0.44471947,0.0
-0.3349805,0.0
-0.14685656,0.0
-0.12334106,0.0
-0.052794587,0.0
0.0020748969,0.0
-0.0057636009,0.0
-0.04495609,0.0
0.02559039,0.0
0.12749086,0.0
0.064782879,0.0
0.11965236,0.0
0.15884485,0.0
0.25290682,0.0
0.3391303,0.0
0.35480729,0.0
0.42535377,0.0
0.6761857,0.0
0.76240917,0.0
0.87998664,0.0
1.1308186,0.0
1.0916261,0.0
1.264073,0.0
1.154334,0.0
1.1464955,0.0
0.98972556,0.0
0.76240917,0.0
0.55076973,0.0
0.36264579,0.0
0.22939133,0.0
0.11965236,0.0
0.080459874,0.0
0.02559039,0.0
0.033428888,0.0
0.049105883,0.0
0.0099133945,0.0
0.064782879,0.0
0.09613687,0.0
0.09613687,0.0
0.11965236,0.0
0.14316785,0.0
0.19019885,0.0
0.11965236,0.0
0.072621376,0.0
0.19803734,0.0
0.09613687,0.0
0.10397536,0.0
0.041267385,0.0
-0.013602099,0.0
0.0099133945,0.0
0.080459874,0.0
-0.013602099,0.0
-0.021440596,0.0
0.0099133945,0.0
-0.076310081,0.0
-0.14685656,0.0
-0.060633085,0.0
0.033428888,0.0
-0.060633085,0.0
-0.0057636009,0.0
-0.060633085,0.0
0.0020748969,0.0
-0.068471582,0.0
0.0099133945,0.0
-0.029279094,0.0
-0.029279094,0.0
-0.052794587,0.0
-0.037117591,0.0
-0.091987075,0.0
0.0020748969,0.0
-0.04495609,0.0
-0.060633085,0.0
-0.068471582,0.0
0.0020748969,0.0
-0.029279094,0.0
-0.11550256,0.0
0.0020748969,0.0
0.02559039,0.0
0.16230138,7.0
0.12308542,7.0
0.15109682,7.0
0.11748313,7.0
