ts,y
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
-0.33503182,0.0
